ABWEILER;BETTEMBURG;KESSELBIERG;KESSELBERG
ABWEILER;BETTEMBURG;KOUDEGÄRTCHEN;KODENGÄRTCHEN
ABWEILER;BETTEMBURG;LAMET;LAMETT
ABWEILER;BETTEMBURG;MÉSCHGRONN;MAESCHGRUND
ABWEILER;BETTEMBURG;BOURGBIERG;BOURGBERG
ABWEILER;BETTEMBURG;BRÉTWIES;BREITWIES
ABWEILER;BETTEMBURG;DAR;DAHR
ABWEILER;BETTEMBURG;DRECKEGFELD;DRECKIGFELD
ABWEILER;BETTEMBURG;FLOUSHECK;FLACHSHECK
ABWEILER;BETTEMBURG;FAESCHHECK;FAESCHHECK
ABWEILER;BETTEMBURG;FROENKLAPP;FRAUENKLAPP
ABWEILER;BETTEMBURG;GRÖNNCHEN;GRÜNDCHEN
ABWEILER;BETTEMBURG;PRESIDENTEWEIER;PRESIDENTENWEIHER
ABWEILER;BETTEMBURG;RONNEBESCH;RÖNNENBÜSCH
ABWEILER;BETTEMBURG;ROUDBÖSCH;RODBÜSCH
ABWEILER;BETTEMBURG;SCHLASSBÖSCH;SCHLASSBÜSCH
ABWEILER;BETTEMBURG;HAREPILLCHEN;HARENPILLCHEN
ABWEILER;BETTEMBURG;HAUCHENWEIHER;HAUCHENWEIHER
ABWEILER;BETTEMBURG;HOLLESTRACHEN;HOLLESTRACHEN
ABWEILER;BETTEMBURG;KAELTCHEN;KAELTCHEN
ABWEILER;BETTEMBURG;KIEREL;KIEREL
ABWEILER;BETTEMBURG;LAMETERBÖSCH;LAMETTERBÜSCH
ABWEILER;BETTEMBURG;LOUHSCHEIER;LOHSCHEUER
ABWEILER;BETTEMBURG;NECKELSBESCH;NICKELSBÜSCH
ABWEILER;BETTEMBURG;RIETGEN;RETTGEN
ABWEILER;BETTEMBURG;ROUDFELD;RODFELD
ABWEILER;BETTEMBURG;ROUTREISER;ROTHREISER
ABWEILER;BETTEMBURG;SCHOENHECK;SCHOENHECK
ABWEILER;BETTEMBURG;STERRCHEN;STERRCHEN
ABWEILER;BETTEMBURG;WEIHERWIES;WEIHERWIES
ABWEILER;BETTEMBURG;STÉNGSSTRACHEN;STEINENSTRACHEN
ABWEILER;BETTEMBURG;WEIERFELD;WEIHERFELD
ABWEILER;BETTEMBURG;WÉZENFELD;WEIZENFELD
AHN;WORMELDINGEN;DONA;DONA
AHN;WORMELDINGEN;GIDIGEN;GIDIGEN
AHN;WORMELDINGEN;HORGART;HORGART
AHN;WORMELDINGEN;KOEP;KOEP
AHN;WORMELDINGEN;MAERCHEN;MAERCHEN
AHN;WORMELDINGEN;MISELERMORGEN;MISELERMORGEN
AHN;WORMELDINGEN;PITERT;PITERT
AHN;WORMELDINGEN;REICHER;REICHER
AHN;WORMELDINGEN;RITSCH;RITSCH
AHN;WORMELDINGEN;SANDFELD;SANDFELD
AHN;WORMELDINGEN;TAUWENACKER;TAUWENACKER
AHN;WORMELDINGEN;WACKELTERBERG;WACKELTERBERG
AHN;WORMELDINGEN;GIDIGEN;GIDIGEN
AHN;WORMELDINGEN;HORGART;HORGART
AHN;WORMELDINGEN;KOEP;KOEP
AHN;WORMELDINGEN;MAERCHEN;MAERCHEN
AHN;WORMELDINGEN;MISELERMORGEN;MISELERMORGEN
AHN;WORMELDINGEN;PITERT;PITERT
AHN;WORMELDINGEN;REICHER;REICHER
AHN;WORMELDINGEN;RITSCH;RITSCH
AHN;WORMELDINGEN;SANDFELD;SANDFELD
AHN;WORMELDINGEN;TAUWENACKER;TAUWENACKER
AHN;WORMELDINGEN;WACKELTERBERG;WACKELTERBERG
AHN;WORMELDINGEN;WELCHET;WELCHET
AHN;WORMELDINGEN;GEISBRÜCK;GEISBRÜCK
AHN;WORMELDINGEN;GRUNDERT;GRUNDERT
AHN;WORMELDINGEN;JÜNKEN;JÜNKEN
AHN;WORMELDINGEN;LOCH;LOCH
AHN;WORMELDINGEN;MAUERBÄUMCHEN;MAUERBÄUMCHEN
AHN;WORMELDINGEN;ONKENBERG;ONKENBERG
AHN;WORMELDINGEN;PALMBERG;PALMBERG
AHN;WORMELDINGEN;RODENWINGERT;RODENWINGERT
AHN;WORMELDINGEN;ROETCHEN;ROETCHEN
AHN;WORMELDINGEN;STEINBERG;STEINBERG
AHN;WORMELDINGEN;STRENGT;STRENGT
ALLERBORN;OBERWAMPACH;BAUSCHELT;BAUSCHELT
ALLERBORN;OBERWAMPACH;BOCKOLZERPFAD;BOCKOLZERPFAD
ALLERBORN;OBERWAMPACH;DORF;DORF
ALLERBORN;OBERWAMPACH;FAELERBOURN;FAELERBOURN
ALLERBORN;OBERWAMPACH;HENKELSDELT;HENKELSDELT
ALLERBORN;OBERWAMPACH;KANDELER;KANDELER
ALLERBORN;OBERWAMPACH;KNAPP;KNAPP
ALLERBORN;OBERWAMPACH;KOIST;KOIST
ALLERBORN;OBERWAMPACH;KREUTSCHLAND;KREUTSCHLAND
ALLERBORN;OBERWAMPACH;LEH;LEH
ALLERBORN;OBERWAMPACH;MÜHLENKREUZ;MÜHLENKREUZ
ALLERBORN;OBERWAMPACH;MÜHLE;MÜHLE
ALLERBORN;OBERWAMPACH;NOPPEN;NOPPEN
ALLERBORN;OBERWAMPACH;PETESCHGRUND;PETESCHGRUND
ALLERBORN;OBERWAMPACH;ROERICHT;ROERICHT
ALLERBORN;OBERWAMPACH;STRASSE;STRASSE
ALLERBORN;OBERWAMPACH;TRÄTTERBARACKEN;HAILDANG
ALLERBORN;OBERWAMPACH;WEIHER;WEIHER
ALLERBORN;OBERWAMPACH;WEISTEN;WEISTEN
ALLERBORN;OBERWAMPACH;BOCK;BOCK
ALLERBORN;OBERWAMPACH;BOCKOLZERPFAD;BOCKOLZERPFAD
ALLERBORN;OBERWAMPACH;DORF;DORF
ALLERBORN;OBERWAMPACH;FAELERBOURN;FAELERBOURN
ALLERBORN;OBERWAMPACH;HENKELSDELT;HENKELSDELT
ALLERBORN;OBERWAMPACH;KANDELER;KANDELER
ALLERBORN;OBERWAMPACH;KNAPP;KNAPP
ALLERBORN;OBERWAMPACH;KOIST;KOIST
ALLERBORN;OBERWAMPACH;KREUTSCHLAND;KREUTSCHLAND
ALLERBORN;OBERWAMPACH;LEH;LEH
ALLERBORN;OBERWAMPACH;MÜHLENKREUZ;MÜHLENKREUZ
ALLERBORN;OBERWAMPACH;MÜHLE;MÜHLE
ALLERBORN;OBERWAMPACH;NOPPEN;NOPPEN
ALLERBORN;OBERWAMPACH;PETESCHGRUND;PETESCHGRUND
ALLERBORN;OBERWAMPACH;ROERICHT;ROERICHT
ALLERBORN;OBERWAMPACH;STRASSE;STRASSE
ALLERBORN;OBERWAMPACH;TRÄTTERBARACKEN;HAILDANG
ALLERBORN;OBERWAMPACH;WEIHER;WEIHER
ALLERBORN;OBERWAMPACH;WEISTEN;WEISTEN
ALLERBORN;OBERWAMPACH;WEIBER;WEIBER
ALLERBORN;OBERWAMPACH;BRILL;BRILL
ALLERBORN;OBERWAMPACH;FAULFELD;FAULFELD
ALLERBORN;OBERWAMPACH;HENKELSBUNGERT;HÜTTE
ALLERBORN;OBERWAMPACH;KAASCHPELT;KAASCHPELT
ALLERBORN;OBERWAMPACH;KAUL;KAUL
ALLERBORN;OBERWAMPACH;KNAPP;KNAPP
ALLERBORN;OBERWAMPACH;KREUDELER WEG;KREUDELER WEG
ALLERBORN;OBERWAMPACH;LEH;LEH
ALLERBORN;OBERWAMPACH;MABISKUIR;MABISKUIR
ALLERBORN;OBERWAMPACH;MÜHLENBERG;MÜHLENBERG
ALLERBORN;OBERWAMPACH;NOPPEN;NOPPEN
ALLERBORN;OBERWAMPACH;PATZRATT;PATZRATT
ALLERBORN;OBERWAMPACH;RECHER;RECHER
ALLERBORN;OBERWAMPACH;SCHOCK;SCHOCK
ALLERBORN;OBERWAMPACH;TAUTSCHENMÜHLE;TAUTSCHENMÜHLE
ALLERBORN;OBERWAMPACH;TORNBACH;TORNBACH
ALLERBORN;OBERWAMPACH;WEIBERBERG;WEIBERBERG
ALSCHEID;ALSCHEID;AECHT;ACHT
ALSCHEID;ALSCHEID;BECHEL;BECHEL
ALSCHEID;ALSCHEID;BOURBECH;BURBICH
ALSCHEID;ALSCHEID;BOURN;BOUR
ALSCHEID;ALSCHEID;BOURBECH;BURBICH
ALSCHEID;ALSCHEID;BRILL;BRILL
ALSCHEID;ALSCHEID;BRILL;BRILL
ALSCHEID;ALSCHEID;BROCH;BROCH
ALSCHEID;ALSCHEID;DIèRCHEN;DOERNCHEN
ALSCHEID;ALSCHEID;DIèRCHEN;DOERNCHEN
ALSCHEID;ALSCHEID;DELT;DELT
ALSCHEID;ALSCHEID;DUREF;ALSCHEID
ALSCHEID;ALSCHEID;DUREF;ALSCHEID
ALSCHEID;ALSCHEID;ESSELT;ESSELT
ALSCHEID;ALSCHEID;ENNESCHTE MECHELECK;UNTERSTEN MECHELECK
ALSCHEID;ALSCHEID;ENNESCHTE MECHELECK;UNTERSTEN MECHELECK
ALSCHEID;ALSCHEID;HAFF;HOF
ALSCHEID;ALSCHEID;HÉEDEKAMP;HEIDENKAMP
ALSCHEID;ALSCHEID;HÉEDEKAMP;HEIDENKAMP
ALSCHEID;ALSCHEID;HÉET;HEID
ALSCHEID;ALSCHEID;HELPERT;HELPERT
ALSCHEID;ALSCHEID;HELPERT;HELPERT
ALSCHEID;ALSCHEID;HOECHT;HOECHT
ALSCHEID;ALSCHEID;HONSBUR;HONDSBOUR
ALSCHEID;ALSCHEID;HONSBUR;HONDSBOUR
ALSCHEID;ALSCHEID;IERWELT;ERWELT
ALSCHEID;ALSCHEID;IRWELT;UNTERSTEN ERWELT
ALSCHEID;ALSCHEID;IRWELT;UNTERSTEN ERWELT
ALSCHEID;ALSCHEID;JONGEBESCH;JUNGENBÜSCH
ALSCHEID;ALSCHEID;JONGEBESCH;JUNGENBÜSCH
ALSCHEID;ALSCHEID;JONGEBESCH;JUNGENBÜSCH
ALSCHEID;ALSCHEID;JUPECHT;JUPICHT
ALSCHEID;ALSCHEID;KATZELTER;KATZELTER
ALSCHEID;ALSCHEID;KATZELTER;KATZELTER
ALSCHEID;ALSCHEID;KROMMENECK;KROMMENECK
ALSCHEID;ALSCHEID;LANN;LANN
ALSCHEID;ALSCHEID;LANN;LANN
ALSCHEID;ALSCHEID;MASSEPAD;MESSEPAD
ALSCHEID;ALSCHEID;MEDERBACH;MEDERBACH
ALSCHEID;ALSCHEID;MEDERBACH;MEDERBACH
ALSCHEID;ALSCHEID;MECHER;MECHER
ALSCHEID;ALSCHEID;MECHELECK;MECHELECK
ALSCHEID;ALSCHEID;MECHELECK;MECHELECK
ALSCHEID;ALSCHEID;MILLEN;MÜHLE
ALSCHEID;ALSCHEID;MILLEBIREG;MÜHLENBERG
ALSCHEID;ALSCHEID;MILLEBIREG;MÜHLENBERG
ALSCHEID;ALSCHEID;MILLEPAD;MÜHLENPFAD
ALSCHEID;ALSCHEID;NEIEWÉE;NEUENWEG
ALSCHEID;ALSCHEID;NEIEWÉE;NEUENWEG
ALSCHEID;ALSCHEID;PENZEBIREG;PENZEBERG
ALSCHEID;ALSCHEID;PAFENT;PAFENT
ALSCHEID;ALSCHEID;PAFENT;PAFENT
ALSCHEID;ALSCHEID;QUERFELD;QUERFELD
ALSCHEID;ALSCHEID;RÉECH;REECH
ALSCHEID;ALSCHEID;RÉECH;REECH
ALSCHEID;ALSCHEID;STAUVESKAUL;STAUWELSKAUL
ALSCHEID;ALSCHEID;WASSERDELT;WASSERDELT
ALSCHEID;ALSCHEID;WASSERDELT;WASSERDELT
ALSCHEID;ALSCHEID;WENKEL;WINKEL
ALTLINSTER;JUNGLINSTER;BESCHEN;BÜSCHEN
ALTLINSTER;JUNGLINSTER;BELZEFELD;BELZENFELD
ALTLINSTER;JUNGLINSTER;BLUMMEGARD;BLUMENGARTEN
ALTLINSTER;JUNGLINSTER;DENNEBIRG;DAENNEBERG
ALTLINSTER;JUNGLINSTER;DOTZEN;DOTZEN
ALTLINSTER;JUNGLINSTER;DESTELFELD;DISTELFELD
ALTLINSTER;JUNGLINSTER;ESPEN;ESPEN
ALTLINSTER;JUNGLINSTER;GIELWIES;GEHLWIES
ALTLINSTER;JUNGLINSTER;GIEHLWIES;GEHLWIES
ALTLINSTER;JUNGLINSTER;HÄRTCHEN;HAERTCHEN
ALTLINSTER;JUNGLINSTER;HÄRTCHEN;HAERTCHEN
ALTLINSTER;JUNGLINSTER;HE'CHT;HOECHT
ALTLINSTER;JUNGLINSTER;HIWELEGEN FELD;HIWELFELD
ALTLINSTER;JUNGLINSTER;KAENDELCHEN;KAENDELCHEN
ALTLINSTER;JUNGLINSTER;KIÉSPULL;KIÉSPULL
ALTLINSTER;JUNGLINSTER;BEDELESCHGRONN;BEDELSCHGRUND
ALTLINSTER;JUNGLINSTER;BICHEN;BUCHEN
ALTLINSTER;JUNGLINSTER;BREDE BAM;BREITEN BAUM
ALTLINSTER;JUNGLINSTER;DICKERT;DICKERT
ALTLINSTER;JUNGLINSTER;DENNEBIRG;DAENNEBERG
ALTLINSTER;JUNGLINSTER;DëRCHEN;DAERCHEN
ALTLINSTER;JUNGLINSTER;FLUESHEDCHEN;FLACHSHEIDCHEN
ALTLINSTER;JUNGLINSTER;GIEHLWIES;GEHLWIES
ALTLINSTER;JUNGLINSTER;GëSSEBIRG;GEISSENBERG
ALTLINSTER;JUNGLINSTER;HELLBIRG;HELLEBERG
ALTLINSTER;JUNGLINSTER;HECKFELD;HECKENFLED
ALTLINSTER;JUNGLINSTER;HENTGESGRONN;HÄNTGESGRUND
ALTLINSTER;JUNGLINSTER;IEWESCHT O'MERECH;OBERST OMERICH
ALTLINSTER;JUNGLINSTER;KIELERCHEN;KOELTERCHEN
ALTLINSTER;JUNGLINSTER;BELZEFELD;BELZENFELD
ALTLINSTER;JUNGLINSTER;BLUMMEGARD;BLUMENGARTEN
ALTLINSTER;JUNGLINSTER;DENNEBIRG;DAENNEBERG
ALTLINSTER;JUNGLINSTER;DOTZEN;DOTZEN
ALTLINSTER;JUNGLINSTER;DESTELFELD;DISTELFELD
ALTLINSTER;JUNGLINSTER;ESPEN;ESPEN
ALTLINSTER;JUNGLINSTER;GIELWIES;GEHLWIES
ALTLINSTER;JUNGLINSTER;GIEHLWIES;GEHLWIES
ALTLINSTER;JUNGLINSTER;HÄRTCHEN;HAERTCHEN
ALTLINSTER;JUNGLINSTER;HÄRTCHEN;HAERTCHEN
ALTLINSTER;JUNGLINSTER;HE'CHT;HOECHT
ALTLINSTER;JUNGLINSTER;HIWELEGEN FELD;HIWELFELD
ALTLINSTER;JUNGLINSTER;KAENDELCHEN;KAENDELCHEN
ALTLINSTER;JUNGLINSTER;KIÉSPULL;KIÉSPULL
ALTLINSTER;JUNGLINSTER;KIESCHHECK;KIESHECK
ALTLINSTER;JUNGLINSTER;KNAPP UM GROEEN;KNAPP BEIM GRAUEN
ALTLINSTER;JUNGLINSTER;KNAPP UM GROEEN;KNAPP BEIM GRAUEN
ALTLINSTER;JUNGLINSTER;KRECKEL;KRAECKEL
ALTLINSTER;JUNGLINSTER;KREIZ;KREUZ
ALTLINSTER;JUNGLINSTER;KOMMEWIES;KOMMENWIES
ALTLINSTER;JUNGLINSTER;LANGE PESCH;LANGEN PESCH
ALTLINSTER;JUNGLINSTER;LANGER HIEHL;LANGEN HÖHL
ALTLINSTER;JUNGLINSTER;MAUERSCHLED;MAUERSCHLEID
ALTLINSTER;JUNGLINSTER;NEIWIES;NEUWIES
ALTLINSTER;JUNGLINSTER;PRESIDENTSWIS;PRÉIDENTSWIES
ALTLINSTER;JUNGLINSTER;RENNPAAD;RENNPFAD
ALTLINSTER;JUNGLINSTER;RUBESHED;ROIBESHEID
ALTLINSTER;JUNGLINSTER;KNEPPCHEN;KNEPPCHEN
ALTLINSTER;JUNGLINSTER;KO’NESCHHECK;KONESCHHECK
ALTLINSTER;JUNGLINSTER;KOMMWIES;KOMMENWIES
ALTLINSTER;JUNGLINSTER;LAMBERT;LANGBERT
ALTLINSTER;JUNGLINSTER;LANGE BRILL;LANGEN BRILL
ALTLINSTER;JUNGLINSTER;LO'FELD;LOHFELD
ALTLINSTER;JUNGLINSTER;MIERCHEN;MAERCHEN
ALTLINSTER;JUNGLINSTER;MIRSCHENK;MEERSCHINK
ALTLINSTER;JUNGLINSTER;REILAND;REILAND
ALTLINSTER;JUNGLINSTER;SCHANKEKAUL;SCHANKENKAUL
ALTLINSTER;JUNGLINSTER;SCHENKGARD;SCHINKGART
ALTLINSTER;JUNGLINSTER;KRECKEL;KRAECKEL
ALTLINSTER;JUNGLINSTER;KREIZ;KREUZ
ALTLINSTER;JUNGLINSTER;KOMMEWIES;KOMMENWIES
ALTLINSTER;JUNGLINSTER;LANGE PESCH;LANGEN PESCH
ALTLINSTER;JUNGLINSTER;LANGER HIEHL;LANGEN HÖHL
ALTLINSTER;JUNGLINSTER;MAUERSCHLED;MAUERSCHLEID
ALTLINSTER;JUNGLINSTER;NEIWIES;NEUWIES
ALTLINSTER;JUNGLINSTER;PRESIDENTSWIS;PRÉSIDENTSWIES
ALTLINSTER;JUNGLINSTER;RENNPAAD;RENNPFAD
ALTLINSTER;JUNGLINSTER;RUBESHED;ROIBESHEID
ALTLINSTER;JUNGLINSTER;SCHENK;SCHINK
ALTLINSTER;JUNGLINSTER;SCHENK;SCHINK
ALTLINSTER;JUNGLINSTER;SCHLACKEGRONN;SCHLACKENGRUND
ALTLINSTER;JUNGLINSTER;SCHWUECHTGESMILLEN;SCHWACHTGESMÜHLE
ALTLINSTER;JUNGLINSTER;SCHWUECHTGESMILLEN;SCHWACHTGESMÜHLE
ALTLINSTER;JUNGLINSTER;SEITERT;SEITERT
ALTLINSTER;JUNGLINSTER;SPECKEN;SPAEKEN
ALTLINSTER;JUNGLINSTER;STACKBUR;STACKBOUR
ALTLINSTER;JUNGLINSTER;STENGERTCHEN;STEINGARTEN
ALTLINSTER;JUNGLINSTER;WEIHERBRET;WEIHERBREIT
ALTLINSTER;JUNGLINSTER;WEIHERCHEN;WEIHERCHEN
ALTLINSTER;JUNGLINSTER;ZWO BICHEN;ZWEI BUCHEN
ALTLINSTER;JUNGLINSTER;SEITERT;SEITERT
ALTLINSTER;JUNGLINSTER;SPECKEN;SPAEKEN
ALTLINSTER;JUNGLINSTER;SPECKEN;SPAEKEN
ALTLINSTER;JUNGLINSTER;STAUDEN;STAUDEN
ALTLINSTER;JUNGLINSTER;STROSS;STRASSE
ALTLINSTER;JUNGLINSTER;WEIHERBRICHT;WEIHERBRICHT
ALTLINSTER;JUNGLINSTER;WEIHERPAAD;WEIHERPFAD
ALTLINSTER;JUNGLINSTER;SEITERT;SEITERT
ALTLINSTER;JUNGLINSTER;SPECKEN;SPAEKEN
ALTLINSTER;JUNGLINSTER;STACKBUR;STACKBOUR
ALTLINSTER;JUNGLINSTER;STENGERTCHEN;STEINGARTEN
ALTLINSTER;JUNGLINSTER;WEIHERBRET;WEIHERBREIT
ALTLINSTER;JUNGLINSTER;WEIHERCHEN;WEIHERCHEN
ALTLINSTER;JUNGLINSTER;ZWO BICHEN;ZWEI BUCHEN
ALTRIER;BECH;BECHER HICHT;BECHER HÖHE
ALTRIER;BECH;BILTGEN;BILTGEN
ALTRIER;BECH;BONEGART;BONENGART
ALTRIER;BECH;BëSCH;WALD
ALTRIER;BECH;DOMP;DOMB
ALTRIER;BECH;ERENTER;ERENTER
ALTRIER;BECH;GEHANSGRONN;JOHANNISGRUND
ALTRIER;BECH;GIELEBIERG;GELBENBERG
ALTRIER;BECH;GROSSFELD;GROSFELD
ALTRIER;BECH;BECHRUET;BUSCHROTH
ALTRIER;BECH;BONEGART;BONENGARTEN
ALTRIER;BECH;DÄL;THÄL
ALTRIER;BECH;BëCHELS;BECHELS
ALTRIER;BECH;DRE'ZÄPP;DREIZOEP
ALTRIER;BECH;GART;GARTEN
ALTRIER;BECH;GE'ER;GIER
ALTRIER;BECH;GROSSWISS;GROS WIES
ALTRIER;BECH;GRONN;GRUND
ALTRIER;BECH;BILTGEN;BILTGEN
ALTRIER;BECH;BONEGART;BONENGART
ALTRIER;BECH;BëSCH;WALD
ALTRIER;BECH;DOMP;DOMB
ALTRIER;BECH;ERENTER;ERENTER
ALTRIER;BECH;GEHANSGRONN;JOHANNISGRUND
ALTRIER;BECH;GIELEBIERG;GELBENBERG
ALTRIER;BECH;GROSSFELD;GROSFELD
ALTRIER;BECH;HEINRECHSHE'L;HEINRICHSHÖHL
ALTRIER;BECH;HEINRECHSHE'L;HEINRICHSHOHL
ALTRIER;BECH;HEISCHBREG;HERSBERG
ALTRIER;BECH;HUNDGET;HUNDGET
ALTRIER;BECH;HUNDGET;HUNDGET
ALTRIER;BECH;HUNDGESMUR;HUNDGESMOOR
ALTRIER;BECH;HëNNESCHTEN MËSCH;HINTERSTEN MESCH
ALTRIER;BECH;KELLNESCHGRUND;KELLNERSGRUND
ALTRIER;BECH;KIERWERLACH;KERWERLACH
ALTRIER;BECH;KREI'ZENHICHT;KREITZHOECHT
ALTRIER;BECH;LANGE FELD;LANGEN FELD
ALTRIER;BECH;LEI'MGART;LEIMGARTEN
ALTRIER;BECH;LOEN;LAGEN
ALTRIER;BECH;MAREGRONN;MARENGRUND
ALTRIER;BECH;MILLEWISS;MÜHLENWIES
ALTRIER;BECH;MO'REBëSCH;MOHRENBÜSCH
ALTRIER;BECH;ODERICHT;ODERICHT
ALTRIER;BECH;REDUTT;REDOUTE
ALTRIER;BECH;RAUSCH;RAUSCH
ALTRIER;BECH;SCHWARZUECHT;SCHWARZ ACHT
ALTRIER;BECH;STEBIERG;STEINBERG
ALTRIER;BECH;STROSS;STRASS
ALTRIER;BECH;UECHT;ACHT
ALTRIER;BECH;WAMESCHBUR;WAMESCHBOUR
ALTRIER;BECH;WAMESCH BUR;WAMESCH BRUNNEN
ALTRIER;BECH;WE’SSLECHEN;WEIS LEICHEN
ALTRIER;BECH;KIERWERLACH;KERWERLACH
ALTRIER;BECH;KLEPPESCHBÉSCH;KLÖBESCHBÜSCH
ALTRIER;BECH;LANGE GRONN;LANGEN GRUND
ALTRIER;BECH;LOEN;LAGEN
ALTRIER;BECH;LEI'MGART;LEIMGARTEN
ALTRIER;BECH;MÉCHELSGRONN;MECHELSGRUND
ALTRIER;BECH;MARGRÉTEFELD;MARGRETHENFELD
ALTRIER;BECH;MO'REBëSCH;MOHRENBUSCH
ALTRIER;BECH;NEIGART;NEU GARTEN
ALTRIER;BECH;PAFFELDGEN;PAFFEFELDGEN
ALTRIER;BECH;REDUTT;REDOUTE
ALTRIER;BECH;SAND;SAND
ALTRIER;BECH;SEILEBUR;SEHLENBOUR
ALTRIER;BECH;STEBACH;STEINBACH
ALTRIER;BECH;STROSSEN;STRASSEN
ALTRIER;BECH;UECHT;ACHT
ALTRIER;BECH;VISCHTE MëSCH;VORDERSTEN MESCH
ALTRIER;BECH;WESSLÉCHEN;WEISLEICHEN
ALTRIER;BECH;HUNDGET;HUNDGET
ALTRIER;BECH;HUNDGESMUR;HUNDGESMOOR
ALTRIER;BECH;KELLNESCHGRUND;KELLNERSGRUND
ALTRIER;BECH;KIERWERLACH;KERWERLACH
ALTRIER;BECH;KREI’ZENHICHT;KREITZHOECHT
ALTRIER;BECH;LANGE FELD;LANGEN FELD
ALTRIER;BECH;LEI'MGART;LEIMGARTEN
ALTRIER;BECH;LOEN;LAGEN
ALTRIER;BECH;MAREGRONN;MARENGRUND
ALTRIER;BECH;MILLEWISS;MÜHLENWIES
ALTRIER;BECH;MO'REBëSCH;MOHRENBÜSCH
ALTRIER;BECH;ODERICHT;ODERICHT
ALTRIER;BECH;REDUTT;REDOUTE
ALTRIER;BECH;RAUSCH;RAUSCH
ALTRIER;BECH;SCHWARZUECHT;SCHWARZ ACHT
ALTRIER;BECH;STEBIERG;STEINBERG
ALTRIER;BECH;STROSS;STRASS
ALTRIER;BECH;UECHT;ACHT
ALTRIER;BECH;WAMESCHBUR;WAMESCHBOUR
ALTRIER;BECH;WAMESCH BUR;WAMESCH BRUNNEN
ALTRIER;BECH;WE’SSLECHEN;WEIS LEICHEN
ALTRIER;BECH;WèSSFELDER;WEIZENFELDER
ALZINGEN;HESPERINGEN;ALSCHEIER;ALTSCHEUER
ALZINGEN;HESPERINGEN;ANGELS;ANGELS
ALZINGEN;HESPERINGEN;AMMERWIES;AMMERWIES
ALZINGEN;HESPERINGEN;AXT;AXT
ALZINGEN;HESPERINGEN;BEIERNTRAUSCH;BEIERNTRAUSCH
ALZINGEN;HESPERINGEN;BLEIL;BLEIL
ALZINGEN;HESPERINGEN;BOLZENBIERG;BOLZENBERG
ALZINGEN;HESPERINGEN;BRENGELS;BRINGELS
ALZINGEN;HESPERINGEN;BROCHWIES;BROCHWIES
ALZINGEN;HESPERINGEN;BAUCH;BAUCH
ALZINGEN;HESPERINGEN;AZING;AZING
ALZINGEN;HESPERINGEN;BATZEN;BATZEN
ALZINGEN;HESPERINGEN;CONTERMÄESCHGRENDCHEN;CONTERMAESCHGRÜNDCHEN
ALZINGEN;HESPERINGEN;AZENBURG;AZENBURG
ALZINGEN;HESPERINGEN;BEIERN;BEIERN
ALZINGEN;HESPERINGEN;BOXBÉN;BOXBEIN
ALZINGEN;HESPERINGEN;BRENGELS;BRINGELS
ALZINGEN;HESPERINGEN;BÖSS;BÖSS
